Project: 43-648_TMCJ_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owner: INCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site: Site of Interest 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample: T91-8_QB-8_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type: Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID: T91-8_QB-8_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Processing option : All elements analysed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum,Absolute stage X (mm).,Absolute stage Y (mm).,Stage X (mm).,Stage Y (mm).,Beam X (mm).,Beam Y (mm).,Weight% C K_SERIES,Weight% N K_SERIES,Weight% O K_SERIES,Weight% Al K_SERIES,Weight% Si K_SERIES,Weight% P K_SERIES,Weight% S K_SERIES,Weight% V K_SERIES,Weight% Cr K_SERIES,Weight% Mn K_SERIES,Weight% Fe K_SERIES,Weight% Ni K_SERIES,Weight% Nb L_SERIES,Weight% Mo L_SERIES,Weight%Total,Atomic% C K_SERIES,Atomic% N K_SERIES,Atomic% O K_SERIES,Atomic% Al K_SERIES,Atomic% Si K_SERIES,Atomic% P K_SERIES,Atomic% S K_SERIES,Atomic% V K_SERIES,Atomic% Cr K_SERIES,Atomic% Mn K_SERIES,Atomic% Fe K_SERIES,Atomic% Ni K_SERIES,Atomic% Nb L_SERIES,Atomic% Mo L_SERIES,Apparent conc.% C K_SERIES,Apparent conc.% N K_SERIES,Apparent conc.% O K_SERIES,Apparent conc.% Al K_SERIES,Apparent conc.% Si K_SERIES,Apparent conc.% P K_SERIES,Apparent conc.% S K_SERIES,Apparent conc.% V K_SERIES,Apparent conc.% Cr K_SERIES,Apparent conc.% Mn K_SERIES,Apparent conc.% Fe K_SERIES,Apparent conc.% Ni K_SERIES,Apparent conc.% Nb L_SERIES,Apparent conc.% Mo L_SERIES,k ratio C K_SERIES,k ratio N K_SERIES,k ratio O K_SERIES,k ratio Al K_SERIES,k ratio Si K_SERIES,k ratio P K_SERIES,k ratio S K_SERIES,k ratio V K_SERIES,k ratio Cr K_SERIES,k ratio Mn K_SERIES,k ratio Fe K_SERIES,k ratio Ni K_SERIES,k ratio Nb L_SERIES,k ratio Mo L_SERIES,Intensity correction C K_SERIES,Intensity correction N K_SERIES,Intensity correction O K_SERIES,Intensity correction Al K_SERIES,Intensity correction Si K_SERIES,Intensity correction P K_SERIES,Intensity correction S K_SERIES,Intensity correction V K_SERIES,Intensity correction Cr K_SERIES,Intensity correction Mn K_SERIES,Intensity correction Fe K_SERIES,Intensity correction Ni K_SERIES,Intensity correction Nb L_SERIES,Intensity correction Mo L_SERIES,Standard C K_SERIES,Standard N K_SERIES,Standard O K_SERIES,Standard Al K_SERIES,Standard Si K_SERIES,Standard P K_SERIES,Standard S K_SERIES,Standard V K_SERIES,Standard Cr K_SERIES,Standard Mn K_SERIES,Standard Fe K_SERIES,Standard Ni K_SERIES,Standard Nb L_SERIES,Standard Mo L_SERIES,Peak area Noise 1,Peak area Noise 2,Peak area Noise 3,Peak area C K_SERIES,Peak area N K_SERIES,Peak area O K_SERIES,Peak area Al K_SERIES,Peak area Si K_SERIES,Peak area P K_SERIES,Peak area S K_SERIES,Peak area V K_SERIES,Peak area V L_SERIES,Peak area Cr K_SERIES,Peak area Cr L_SERIES,Peak area Mn K_SERIES,Peak area Mn L_SERIES,Peak area Fe K_SERIES,Peak area Fe L_SERIES,Peak area Ni K_SERIES,Peak area Ni L_SERIES,Peak area Nb L_SERIES,Peak area Nb M_SERIES,Peak area Mo L_SERIES,Peak area Mo M_SERIES,Peak area sigma Noise 1,Peak area sigma Noise 2,Peak area sigma Noise 3,Peak area sigma C K_SERIES,Peak area sigma N K_SERIES,Peak area sigma O K_SERIES,Peak area sigma Al K_SERIES,Peak area sigma Si K_SERIES,Peak area sigma P K_SERIES,Peak area sigma S K_SERIES,Peak area sigma V K_SERIES,Peak area sigma V L_SERIES,Peak area sigma Cr K_SERIES,Peak area sigma Cr L_SERIES,Peak area sigma Mn K_SERIES,Peak area sigma Mn L_SERIES,Peak area sigma Fe K_SERIES,Peak area sigma Fe L_SERIES,Peak area sigma Ni K_SERIES,Peak area sigma Ni L_SERIES,Peak area sigma Nb L_SERIES,Peak area sigma Nb M_SERIES,Peak area sigma Mo L_SERIES,Peak area sigma Mo M_SERIES,Fit index Noise 1,Fit index Noise 2,Fit index Noise 3,Fit index C K_SERIES,Fit index N K_SERIES,Fit index O K_SERIES,Fit index Al K_SERIES,Fit index Si K_SERIES,Fit index P K_SERIES,Fit index S K_SERIES,Fit index V K_SERIES,Fit index V L_SERIES,Fit index Cr K_SERIES,Fit index Cr L_SERIES,Fit index Mn K_SERIES,Fit index Mn L_SERIES,Fit index Fe K_SERIES,Fit index Fe L_SERIES,Fit index Ni K_SERIES,Fit index Ni L_SERIES,Fit index Nb L_SERIES,Fit index Nb M_SERIES,Fit index Mo L_SERIES,Fit index Mo M_SERIES,Elevation (deg.),Tilt (deg.),Azimuth (deg.),Livetime (s),kV,Process time,Acqusition date/time,Optimization line,Optimization area,Optimization date/time,Number of iterations
"Grid Spectrum(2,8)",,,-0.398,-0.2275,-0.0536381,-0.0116604,1.2992,1.533555,17.94812,0.1526097,0.1478629,-5.15E-02,-0.0449844,0.7217537,17.46215,0.6453537,43.36849,-2.80E-03,-5.90E-02,0.493085,83.61383,4.3439,4.396806,45.0515,0.2271387,0.2114231,-6.68E-02,-5.63E-02,0.5689787,13.48686,0.4717457,31.18584,-1.92E-03,-2.55E-02,0.2063978,0.7510091,0.6707526,29.59493,0.1048632,0.11958,-6.44E-02,-4.34E-02,0.7009594,17.83985,0.5918233,39.42703,-2.47E-03,-4.44E-02,0.3805253,3.47E-03,6.71E-03,0.1062192,7.72E-04,9.64E-04,-3.81E-04,-3.82E-04,7.01E-03,0.1783985,5.92E-03,0.3942703,-2.47E-05,-4.44E-04,3.81E-03,0.5780833,0.4374139,1.649129,0.6871343,0.8087224,1.248843,0.9653112,0.971189,1.02164,0.917052,0.9091055,0.8830786,0.752882,0.7717237,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,677,-532,322,121,173,5787,86,94,-35,-33,248,1178,5338,857,148,-318,8150,2249,0,-233,-25,-48,213,74,149,231,120,56,77,206,49,53,64,135,57,301,134,346,70,247,156,169,33,66,133,51,268,62,0.09,0.1,0.1,0.72,1.07,1.02,0.11,0.12,0.11,0.3,0.55,1.19,0.49,1.13,0.49,1.32,0.41,2.06,0.41,2.39,0.23,0.76,0.3,0.76,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(3,8)",,,-0.398,-0.2275,-0.0419776,-0.0116604,0.7162672,0.3913358,21.10935,0.1424437,0.2129247,0.2001599,-0.1506907,0.6308475,15.19648,-5.87E-02,50.63039,-0.4462225,0.5504045,0.8233913,89.94841,2.259997,1.058806,50.00277,0.2000695,0.2873083,0.2449017,-0.1781069,0.4693105,11.07606,-4.05E-02,34.35764,-0.2880391,0.2245175,0.3252509,0.3954011,0.1674938,36.11312,0.0974142,0.1716439,0.2493407,-0.1449951,0.6158444,15.70641,-5.39E-02,46.34202,-0.3948497,0.4128328,0.6333996,1.83E-03,1.67E-03,0.1296136,7.18E-04,1.38E-03,1.48E-03,-1.27E-03,6.16E-03,0.1570641,-5.39E-04,0.4634202,-3.95E-03,4.13E-03,6.33E-03,0.5520385,0.428009,1.710943,0.6838793,0.8061252,1.245708,0.9622037,0.9762176,1.033564,0.9182366,0.9152892,0.8848717,0.7500536,0.7692572,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,765,-632,312,64,43,7061,80,135,135,-109,218,1362,4700,820,-13,-304,9580,2815,-51,-335,236,-30,355,14,146,224,116,59,83,227,54,60,71,150,58,326,128,384,68,277,167,189,36,74,151,51,298,63,0.13,0.13,0.14,0.6,1.2,1.27,0.54,0.98,0.79,0.23,0.57,1.21,0.39,1.21,0.55,1.69,0.69,2.17,0.58,2.39,0.61,0.89,0.66,0.86,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(4,8)",,,-0.398,-0.2275,-0.0303172,-0.0116604,1.725531,1.021526,21.58048,0.2527643,0.3909247,-0.1188566,0.3638474,0.3081815,15.29988,0.3079032,52.43032,-0.3040675,6.11E-02,-0.763351,92.55623,5.079103,2.578386,47.68829,0.331196,0.4920924,-0.1356656,0.4011854,0.2138819,10.40307,0.1981458,33.19144,-0.1831055,2.33E-02,-0.2812989,0.9743573,0.4389932,37.20978,0.1727259,0.3142523,-0.147323,0.3488256,0.300686,15.81075,0.2812788,47.74671,-0.2673475,4.57E-02,-0.585077,4.50E-03,4.39E-03,0.1335496,1.27E-03,2.53E-03,-8.72E-04,3.07E-03,3.01E-03,0.1581075,2.81E-03,0.4774671,-2.67E-03,4.57E-04,-5.85E-03,0.5647046,0.4297593,1.724426,0.6833491,0.8038703,1.239502,0.9587142,0.9756782,1.033403,0.9135299,0.9106552,0.8792375,0.7475566,0.7664586,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,687,-453,250,157,113,7275,142,247,-80,262,106,1382,4731,1056,70,-289,9870,2609,-35,-354,26,-120,-328,124,147,226,116,64,86,230,56,63,75,157,59,336,129,387,69,276,169,189,37,76,158,54,312,67,0.16,0.16,0.17,0.49,0.45,0.38,0.07,0.18,0.28,0.42,0.96,0.69,0.78,0.53,0.87,0.74,0.69,1.54,0.57,2.1,0.44,0.38,0.59,0.41,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(5,8)",,,-0.398,-0.2275,-0.0186567,-0.0116604,2.856383,1.581039,22.19858,0.1339138,0.4355009,9.34E-02,-0.1155341,0.2603414,15.7945,-0.1561583,51.99335,0.2378279,0.4702532,1.027974,96.8114,7.887891,3.743872,46.02098,0.164617,0.5143074,0.1000495,-0.1195133,0.1695083,10.07534,-9.43E-02,30.87959,0.1343613,0.1678849,0.3553906,1.607494,0.6338692,35.57584,0.0925162,0.3532607,0.1165035,-0.1110858,0.2518507,16.16665,-0.1421955,47.21218,0.2090099,0.3528379,0.790174,7.43E-03,6.34E-03,0.1276852,6.81E-04,2.85E-03,6.90E-04,-9.76E-04,2.52E-03,0.1616665,-1.42E-03,0.4721218,2.09E-03,3.53E-03,7.90E-03,0.5628635,0.4009632,1.60282,0.6908649,0.8111612,1.246954,0.9614979,0.967386,1.023575,0.9105859,0.9080117,0.878828,0.7503151,0.7686716,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,500,-316,241,260,163,6956,76,277,63,-83,89,1322,4837,1324,-36,-272,9760,2657,27,-288,201,-118,442,146,137,210,108,64,85,228,55,64,74,157,59,330,128,384,69,273,168,185,39,74,156,54,313,67,0.31,0.32,0.34,1.26,2.36,2.47,0.34,0.23,0.22,0.81,0.75,2.48,0.76,2.43,0.39,2.53,0.35,3.16,0.55,3.12,0.66,1.76,0.62,1.61,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(6,8)",,,-0.398,-0.2275,-0.0069963,-0.0116604,3.362111,1.505805,29.18547,0.4237501,0.4546503,4.87E-02,-0.2156682,0.4031969,12.74137,0.6355263,57.49754,-9.72E-02,2.50E-02,0.8891241,106.8594,7.906584,3.036544,51.52642,0.4436002,0.4572394,4.44E-02,-0.1899873,0.2235616,6.921533,0.3267508,29.08074,-4.68E-02,7.61E-03,0.2617693,1.938475,0.6192447,47.99736,0.2933901,0.367819,6.04E-02,-0.2061983,0.3895808,13.06129,0.5719854,51.86993,-8.46E-02,1.87E-02,0.6795852,8.96E-03,6.19E-03,0.1722673,2.16E-03,2.97E-03,3.58E-04,-1.81E-03,3.90E-03,0.1306129,5.72E-03,0.5186993,-8.46E-04,1.87E-04,6.80E-03,0.5766638,0.4112786,1.644799,0.6923684,0.8090168,1.241418,0.9560906,0.9662295,1.025121,0.900017,0.9020786,0.8704273,0.7466277,0.7643309,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,553,-415,282,313,160,9385,241,289,33,-155,138,1563,3908,1282,143,-621,10723,4317,-11,-398,11,-88,380,158,146,224,116,72,99,262,63,71,83,168,59,383,121,449,68,327,176,225,40,84,168,61,333,75,0.13,0.13,0.14,0.63,1.48,1.47,0.52,0.35,0.13,0.03,0.7,1.22,0.64,1.26,0.3,1.45,0.56,2.17,0.77,2.42,0.21,1.08,0.17,0.97,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(7,8)",,,-0.398,-0.2275,0.0046642,-0.0116604,2.315638,0.2818878,25.76263,0.1743132,0.3446471,5.36E-02,-3.03E-02,0.4444713,10.23221,0.5558994,59.41691,0.4324988,-4.91E-02,0.1684152,100.1038,6.157849,0.6427895,51.43219,0.2063449,0.3919425,5.53E-02,-3.01E-02,0.2786797,6.285462,0.3231923,33.98191,0.2352938,-1.69E-02,5.61E-02,1.319148,0.1196595,45.1095,0.1182607,0.2754149,6.61E-02,-2.89E-02,0.4374349,10.74502,0.5052893,54.26618,0.378747,-3.65E-02,0.1283748,6.10E-03,1.20E-03,0.1619025,8.71E-04,2.22E-03,3.91E-04,-2.54E-04,4.37E-03,0.1074502,5.05E-03,0.5426618,3.79E-03,-3.65E-04,1.28E-03,0.5697039,0.4244974,1.751215,0.6784389,0.7991219,1.233029,0.9534474,0.9841692,1.05013,0.9089575,0.9132794,0.8757175,0.7434434,0.7622517,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,398,-168,171,213,31,8820,97,216,36,-22,155,1215,3215,748,126,-368,11218,3964,49,-400,-21,-94,72,118,136,205,104,69,96,253,62,69,78,167,57,370,111,437,66,321,180,224,40,85,162,58,328,71,0.22,0.23,0.24,0.91,2.23,2.56,0.11,0.22,0.21,0.32,0.89,2.31,0.91,2.47,0.91,2.98,0.66,3.83,1.37,4.28,0.34,1.63,0.39,1.47,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(8,8)",,,-0.398,-0.2275,0.0163246,-0.0116604,3.247432,1.042764,26.13115,0.1658202,0.2324752,6.13E-03,0.1171072,0.5260722,12.62709,0.6082547,54.65356,-0.3052405,0.3463695,0.1881922,99.58717,8.345426,2.297887,50.41425,0.1896928,0.2554902,6.10E-03,0.1127336,0.3187549,7.495852,0.3417434,30.2069,-0.1604788,0.1150757,6.05E-02,1.883543,0.4312685,43.46814,0.1141606,0.1877484,7.61E-03,0.1121812,0.5104403,12.99832,0.5494279,49.43828,-0.2662661,0.259049,0.1441194,8.71E-03,4.31E-03,0.1560115,8.41E-04,1.51E-03,4.51E-05,9.86E-04,5.10E-03,0.1299832,5.49E-03,0.4943828,-2.66E-03,2.59E-03,1.44E-03,0.5800954,0.4136091,1.663734,0.6884614,0.807607,1.242642,0.9579366,0.9702853,1.029413,0.9032847,0.9045345,0.8723159,0.7478979,0.7658094,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,590,-446,302,304,111,8499,94,147,4,84,180,1734,3889,1485,137,-370,10220,3719,-35,-344,148,-50,81,95,151,234,123,72,98,257,60,67,81,166,60,378,119,440,67,317,173,216,40,82,168,61,329,75,0.16,0.16,0.17,1.3,2.43,2.2,0.21,0.2,0.32,0.31,0.78,2.03,0.58,1.92,0.63,1.89,0.61,2.52,1.34,3.46,0.24,1.75,0.22,1.61,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(9,8)",,,-0.398,-0.2275,0.0279851,-0.0116604,2.03107,0.353628,27.83133,0.2262525,0.3191229,8.31E-03,7.37E-02,0.3367362,11.08204,0.4380204,58.64763,0.1860408,0.3603225,0.2952101,102.1894,5.212378,0.7782009,53.62056,0.2584696,0.350234,8.27E-03,7.08E-02,0.203753,6.569615,0.2457603,32.36986,9.77E-02,0.1195468,9.48E-02,1.153555,0.1507564,48.90291,0.1545235,0.2561391,1.03E-02,7.04E-02,0.3291105,11.53601,0.3969548,53.35462,0.1626801,0.2685356,0.2254447,5.33E-03,1.51E-03,0.1755174,1.14E-03,2.07E-03,6.09E-05,6.19E-04,3.29E-03,0.1153601,3.97E-03,0.5335462,1.63E-03,2.69E-03,2.25E-03,0.5679859,0.4263187,1.757383,0.68297,0.8026353,1.236873,0.9552456,0.9773539,1.040976,0.9062466,0.9097155,0.8744323,0.7452646,0.7636754,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,487,-221,164,186,39,9562,127,201,6,53,116,1767,3452,1320,99,-545,11030,3988,21,-458,153,-41,126,96,141,212,107,72,102,269,65,71,82,172,60,394,115,459,67,333,180,229,39,85,174,61,343,75,0.13,0.13,0.14,0.28,0.82,1.31,0.25,0.14,0.13,0.17,0.34,1.45,0.41,1.55,0.86,2.02,0.84,2.41,0.53,2.42,0.15,0.62,0.17,0.54,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(10,8)",,,-0.398,-0.2275,0.0396455,-0.0116604,2.57261,1.524666,25.24796,0.4355522,0.4373784,7.12E-02,4.76E-02,0.1924963,9.447024,0.1119789,60.07373,7.86E-02,0.3692114,0.2787378,100.8888,6.676593,3.393046,49.19191,0.5031833,0.4854311,7.16E-02,0.0462689,0.1177895,5.663505,6.35E-02,33.53088,4.18E-02,0.1238772,9.06E-02,1.446092,0.6306237,41.91671,0.2975493,0.3504599,8.79E-02,0.045361,0.1889083,9.911988,0.1014835,54.75684,6.87E-02,0.2744763,0.2123888,6.68E-03,6.31E-03,0.1504433,2.19E-03,2.83E-03,5.20E-04,3.99E-04,1.89E-03,9.91E-02,1.01E-03,0.5475684,6.87E-04,2.74E-03,2.12E-03,0.5621805,0.4136502,1.660359,0.683157,0.8012756,1.233972,0.9530944,0.9813606,1.049235,0.9062733,0.9114551,0.87406,0.7434126,0.7619661,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,404,-113,104,234,163,8196,245,275,48,34,67,1633,2966,1278,25,-416,11319,3822,9,-375,157,-122,119,122,145,221,113,69,93,249,63,69,77,166,58,362,107,430,63,316,179,220,38,84,160,60,327,74,0.13,0.13,0.14,0.72,1.36,1.36,1.07,0.49,0.07,0.13,0.28,1.52,0.26,1.42,0.55,1.56,0.94,2.21,0.79,3.19,0.12,0.98,0.18,0.93,30,0,0,1.43,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(11,8)",,,-0.398,-0.2275,0.051306,-0.0116604,3.09585,1.31449,26.04795,0.1691904,0.320538,-5.29E-02,-1.46E-02,0.6692445,9.950293,-0.0212108,57.70454,0.3200096,-0.2141319,0.1541163,99.44337,7.961805,2.898832,50.29115,0.1936923,0.3525335,-5.27E-02,-1.41E-02,0.4058071,5.911215,-1.19E-02,31.91692,0.1683689,-7.12E-02,4.96E-02,1.797799,0.5500973,43.04293,0.1156015,0.2572769,-6.54E-02,-1.39E-02,0.653762,10.37751,-1.92E-02,52.363,0.2788901,-0.1593992,0.1175255,8.31E-03,5.50E-03,0.1544854,8.52E-04,2.07E-03,-3.87E-04,-1.22E-04,6.54E-03,0.1037752,-1.92E-04,0.52363,2.79E-03,-1.59E-03,1.18E-03,0.5807912,0.4185207,1.652636,0.6832636,0.8026418,1.235669,0.9538775,0.9768654,1.042952,0.9029686,0.9073944,0.8715048,0.7443973,0.7625765,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,538,-382,179,209,102,6059,68,145,-25,-8,166,765,2236,713,-3,-438,7794,2468,26,-286,-66,-62,47,75,128,196,101,59,79,206,50,58,65,136,49,305,92,353,52,256,151,177,35,67,134,49,269,61,0.25,0.26,0.24,1.3,2.3,2.13,0.41,0.49,0.28,0.44,1.08,2.05,1.21,1.98,1.06,1.9,1.1,2.52,0.57,2.54,0.7,1.68,0.72,1.64,30,0,0,1.03,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(1,9)",,,-0.398,-0.2275,-0.0597015,-0.020056,1.21092,0.7513514,23.36005,0.2697002,0.5636253,-4.96E-02,9.50E-02,0.6027484,26.62345,-0.1284678,37.55269,0.1984248,-9.36E-02,0.2434225,91.19971,3.543888,1.885566,51.32448,0.3513588,0.7054143,-0.056286,0.10411,0.4159142,17.99858,-8.22E-02,23.63659,0.118803,-3.54E-02,8.92E-02,0.7170488,0.341894,41.55627,0.1891395,0.4620738,-6.23E-02,9.19E-02,0.5711961,26.33098,-0.1169098,33.5115,0.1743858,-7.07E-02,0.1882625,3.31E-03,3.42E-03,0.1491496,1.39E-03,3.73E-03,-3.69E-04,8.07E-04,5.71E-03,0.2633098,-1.17E-03,0.335115,1.74E-03,-7.07E-04,1.88E-03,0.592172,0.4550487,1.779182,0.7012964,0.8198259,1.255485,0.9674488,0.9476523,0.9890094,0.9100317,0.8923793,0.8788508,0.7554508,0.7733983,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,269,-183,136,57,43,4003,77,179,-17,34,99,785,3881,743,-14,-235,3413,905,11,-119,-20,-58,52,48,106,164,86,43,58,168,39,49,52,108,43,233,110,269,53,183,102,121,27,52,106,39,212,47,0.25,0.26,0.24,1.05,2.16,2.02,1.28,1.17,0.44,0.17,0.96,1.97,1.01,1.87,0.69,1.65,0.54,1.73,0.41,1.39,0.38,1.56,0.37,1.37,30,0,0,0.7,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
"Grid Spectrum(2,9)",,,-0.398,-0.2275,-0.0536381,-0.020056,2.21791,1.314271,22.98693,6.77E-02,0.3497828,-0.1667285,0.2459908,0.5581473,15.25386,0.212422,52.71854,-2.23E-02,-0.125117,-0.242077,95.36939,6.195626,3.148185,48.20684,8.42E-02,0.4178583,-0.1806063,0.2574078,0.3676151,9.843065,0.129732,31.67262,-1.27E-02,-4.52E-02,-8.47E-02,1.280006,0.5651132,38.80027,4.64E-02,0.2819672,-0.2069948,0.2359071,0.5425485,15.70393,0.193218,47.82448,-1.95E-02,-9.36E-02,-0.1855956,5.92E-03,5.65E-03,0.139258,3.42E-04,2.27E-03,-1.23E-03,2.07E-03,5.43E-03,0.1570393,1.93E-03,0.4782448,-1.95E-04,-9.36E-04,-1.86E-03,0.5771714,0.4300093,1.688128,0.6849895,0.8061218,1.241508,0.9590077,0.9720522,1.029518,0.909595,0.9071484,0.8764309,0.748184,0.7666801,CaCO3,Not defined,SiO2,Al2O3,SiO2,GaP,FeS2,V,Cr,Mn,Fe,Ni,Nb,Mo,506,-314,218,196,138,7187,36,210,-106,168,182,1155,4452,1096,46,-493,9366,3005,-2,-263,-51,-39,-98,109,136,208,107,60,85,231,52,61,72,151,57,331,126,393,66,285,164,195,37,72,150,51,299,63,0,0,0,0.53,1.77,2.18,0.33,0.46,0.47,0.53,1.11,1.83,1.34,2,1.11,2,1.12,2.35,0.84,2.42,0.55,1.21,0.51,1.07,30,0,0,1.35,15,3,1/23/2018 17:46,Cu K_SERIES,417430,7/24/2017 16:48,3
